[framework][17:01:07,113-org.springframework.test.context.support.AbstractTestContextBootstrapper.getDefaultTestExecutionListenerClassNames(AbstractTestContextBootstrapper.java:248)][INFO]:Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener] 
  [framework][17:01:07,127-org.springframework.test.context.support.AbstractTestContextBootstrapper.getTestExecutionListeners(AbstractTestContextBootstrapper.java:177)][INFO]:Using TestExecutionListeners: [org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@544fe44c, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@31610302, org.springframework.test.context.support.DirtiesContextTestExecutionListener@71318ec4, org.springframework.test.context.transaction.TransactionalTestExecutionListener@21213b92, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@a67c67e] 
  [framework][17:01:49,720-org.springframework.test.context.support.AbstractTestContextBootstrapper.getDefaultTestExecutionListenerClassNames(AbstractTestContextBootstrapper.java:248)][INFO]:Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener] 
  [framework][17:01:49,736-org.springframework.test.context.support.AbstractTestContextBootstrapper.getTestExecutionListeners(AbstractTestContextBootstrapper.java:177)][INFO]:Using TestExecutionListeners: [org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@544fe44c, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@31610302, org.springframework.test.context.support.DirtiesContextTestExecutionListener@71318ec4, org.springframework.test.context.transaction.TransactionalTestExecutionListener@21213b92, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@a67c67e] 
  [framework][17:01:51,902-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:singers size is :80 
  [framework][17:08:34,806-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:34,921-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:35,036-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:35,147-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:35,259-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:35,518-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:35,627-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:35,738-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:35,854-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:35,968-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:36,083-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:36,194-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:36,301-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:36,411-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:36,526-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:36,642-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:36,776-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:08:36,888-cn.johnyu.springbootdemo01.dao.SingerDaoImpl.addSingers(SingerDaoImpl.java:38)][INFO]:歌手的数量为 80 : 
  [framework][17:11:27,893-org.springframework.test.context.support.AbstractTestContextBootstrapper.getDefaultTestExecutionListenerClassNames(AbstractTestContextBootstrapper.java:248)][INFO]:Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener] 
  [framework][17:11:27,910-org.springframework.test.context.support.AbstractTestContextBootstrapper.getTestExecutionListeners(AbstractTestContextBootstrapper.java:177)][INFO]:Using TestExecutionListeners: [org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@544fe44c, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@31610302, org.springframework.test.context.support.DirtiesContextTestExecutionListener@71318ec4, org.springframework.test.context.transaction.TransactionalTestExecutionListener@21213b92, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@a67c67e] 
  [framework][17:11:32,805-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:30)][INFO]:============== 共抓取唱片 《0》张 ============ 
  [framework][17:12:52,434-org.springframework.test.context.support.AbstractTestContextBootstrapper.getDefaultTestExecutionListenerClassNames(AbstractTestContextBootstrapper.java:248)][INFO]:Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener] 
  [framework][17:12:52,450-org.springframework.test.context.support.AbstractTestContextBootstrapper.getTestExecutionListeners(AbstractTestContextBootstrapper.java:177)][INFO]:Using TestExecutionListeners: [org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@544fe44c, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@31610302, org.springframework.test.context.support.DirtiesContextTestExecutionListener@71318ec4, org.springframework.test.context.transaction.TransactionalTestExecutionListener@21213b92, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@a67c67e] 
  [framework][17:12:54,499-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 《100》张,最后一张唱片名称 《》 
  [framework][17:12:54,646-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 《100》张,最后一张唱片名称 《》 
  [framework][17:12:54,860-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 《100》张,最后一张唱片名称 《》 
  [framework][17:12:55,056-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 《100》张,最后一张唱片名称 《》 
  [framework][17:12:55,192-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 《100》张,最后一张唱片名称 《》 
  [framework][17:12:55,329-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 《100》张,最后一张唱片名称 《》 
  [framework][17:12:55,460-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 《100》张,最后一张唱片名称 《》 
  [framework][17:12:55,609-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 《100》张,最后一张唱片名称 《》 
  [framework][17:12:55,750-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 《100》张,最后一张唱片名称 《》 
  [framework][17:12:55,885-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 《100》张,最后一张唱片名称 《》 
  [framework][17:12:56,031-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 《100》张,最后一张唱片名称 《》 
  [framework][17:12:56,152-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 《100》张,最后一张唱片名称 《》 
  [framework][17:12:56,304-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 《100》张,最后一张唱片名称 《》 
  [framework][17:12:56,447-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 《100》张,最后一张唱片名称 《》 
  [framework][17:12:56,570-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 《100》张,最后一张唱片名称 《》 
  [framework][17:12:56,696-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 《100》张,最后一张唱片名称 《》 
  [framework][17:12:56,818-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 《100》张,最后一张唱片名称 《》 
  [framework][17:12:56,931-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 《38》张,最后一张唱片名称 《》 
  [framework][17:12:57,045-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:30)][INFO]:============== 共抓取唱片 《0》张 ============ 
  [framework][17:13:14,709-org.springframework.test.context.support.AbstractTestContextBootstrapper.getDefaultTestExecutionListenerClassNames(AbstractTestContextBootstrapper.java:248)][INFO]:Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener] 
  [framework][17:13:14,726-org.springframework.test.context.support.AbstractTestContextBootstrapper.getTestExecutionListeners(AbstractTestContextBootstrapper.java:177)][INFO]:Using TestExecutionListeners: [org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@544fe44c, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@31610302, org.springframework.test.context.support.DirtiesContextTestExecutionListener@71318ec4, org.springframework.test.context.transaction.TransactionalTestExecutionListener@21213b92, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@a67c67e] 
  [framework][17:13:16,713-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 100张,最后一张唱片名称 Ella and Louis 
  [framework][17:13:16,863-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 100张,最后一张唱片名称 Plays Duke Ellington 
  [framework][17:13:17,073-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 100张,最后一张唱片名称 Handel: Concerti grossi, Op.6 Nos. 6-9 
  [framework][17:13:17,278-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 100张,最后一张唱片名称 Rubinstein Collection, Vol. 43  Works by Ravel, Poulenc, Chabrier, Debussy 
  [framework][17:13:17,413-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 100张,最后一张唱片名称 Steady Mobbin' 
  [framework][17:13:17,560-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 100张,最后一张唱片名称 Vocals 
  [framework][17:13:17,705-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 100张,最后一张唱片名称 Disco Boogie Party 
  [framework][17:13:17,840-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 100张,最后一张唱片名称 Faces Of China 
  [framework][17:13:17,991-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 100张,最后一张唱片名称 Big Sports 3 
  [framework][17:13:18,113-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 100张,最后一张唱片名称 Old Tyme Piano 
  [framework][17:13:18,261-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 100张,最后一张唱片名称 Crazy Hands 
  [framework][17:13:18,401-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 100张,最后一张唱片名称 Children's Comedy And Cartoon Circus 
  [framework][17:13:18,540-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 100张,最后一张唱片名称 Western Song 
  [framework][17:13:18,689-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 100张,最后一张唱片名称 Hip Hop 1 
  [framework][17:13:18,822-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 100张,最后一张唱片名称 Ambient Chill Vol 4 World Cafe A 
  [framework][17:13:18,959-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 100张,最后一张唱片名称 T Voltando 
  [framework][17:13:19,098-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 100张,最后一张唱片名称 Nada Quedar 
  [framework][17:13:19,214-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 38张,最后一张唱片名称 Ludwig Van Beethoven, Concerto For Piano And Orchestra No. 3 In C Minor, Op. 37 And Concerto For Piano And Orchestra No. 4 In G Major Op. 38 
  [framework][17:13:19,319-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:30)][INFO]:============== 共抓取唱片 《0》张 ============ 
  [framework][17:13:44,597-org.springframework.test.context.support.AbstractTestContextBootstrapper.getDefaultTestExecutionListenerClassNames(AbstractTestContextBootstrapper.java:248)][INFO]:Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener] 
  [framework][17:13:44,612-org.springframework.test.context.support.AbstractTestContextBootstrapper.getTestExecutionListeners(AbstractTestContextBootstrapper.java:177)][INFO]:Using TestExecutionListeners: [org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@544fe44c, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@31610302, org.springframework.test.context.support.DirtiesContextTestExecutionListener@71318ec4, org.springframework.test.context.transaction.TransactionalTestExecutionListener@21213b92, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@a67c67e] 
  [framework][17:13:46,729-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 《100》 张,最后一张唱片名称 	《Solitude》 
  [framework][17:13:46,859-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 《100》 张,最后一张唱片名称 	《Plays Duke Ellington (Keepnews Collection)》 
  [framework][17:13:47,068-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 《100》 张,最后一张唱片名称 	《Jean Martinon – The Philips Legacy》 
  [framework][17:13:47,216-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 《100》 张,最后一张唱片名称 	《White Christmas》 
  [framework][17:13:47,344-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 《100》 张,最后一张唱片名称 	《순수 O.S.T》 
  [framework][17:13:47,485-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 《100》 张,最后一张唱片名称 	《Middle East》 
  [framework][17:13:47,613-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 《100》 张,最后一张唱片名称 	《Sports》 
  [framework][17:13:47,743-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 《100》 张,最后一张唱片名称 	《Rock Hard》 
  [framework][17:13:47,874-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 《100》 张,最后一张唱片名称 	《Let It Breathe 2》 
  [framework][17:13:48,022-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 《100》 张,最后一张唱片名称 	《Solo Piano - Popular Styles》 
  [framework][17:13:48,190-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 《100》 张,最后一张唱片名称 	《Pop Rocket 2》 
  [framework][17:13:48,333-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 《100》 张,最后一张唱片名称 	《Funky Jazzy Beats》 
  [framework][17:13:48,470-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 《100》 张,最后一张唱片名称 	《Urban Swagger》 
  [framework][17:13:48,606-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 《100》 张,最后一张唱片名称 	《Brazil 1》 
  [framework][17:13:48,732-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 《100》 张,最后一张唱片名称 	《Drumscapes Vol 2 Percussion World》 
  [framework][17:13:48,871-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 《100》 张,最后一张唱片名称 	《Jack That Body》 
  [framework][17:13:49,003-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 《100》 张,最后一张唱片名称 	《Dj Bat Club Version》 
  [framework][17:13:49,122-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:34)][INFO]:共 《39》 张,最后一张唱片名称 	《Ludwig Van Beethoven, Concerto For Piano And Orchestra No. 3 In C Minor, Op. 37 And Concerto For Piano And Orchestra No. 4 In G Major Op. 38》 
  [framework][17:13:49,231-cn.johnyu.springbootdemo01.fetcher.AlbumFetcherTest.testFetchAlbumListSync(AlbumFetcherTest.java:30)][INFO]:============== 共抓取唱片 《0》张 ============ 
  [framework][17:16:53,585-org.springframework.test.context.support.AbstractTestContextBootstrapper.getDefaultTestExecutionListenerClassNames(AbstractTestContextBootstrapper.java:248)][INFO]:Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener] 
  [framework][17:16:53,602-org.springframework.test.context.support.AbstractTestContextBootstrapper.getTestExecutionListeners(AbstractTestContextBootstrapper.java:177)][INFO]:Using TestExecutionListeners: [org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@544fe44c, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@31610302, org.springframework.test.context.support.DirtiesContextTestExecutionListener@71318ec4, org.springframework.test.context.transaction.TransactionalTestExecutionListener@21213b92, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@a67c67e] 
  [framework][17:16:55,600-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 Young EL 》 
  [framework][17:16:55,695-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 Young Wil 》 
  [framework][17:16:55,792-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 Yuki Kawachi 》 
  [framework][17:16:55,884-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 Yung X 》 
  [framework][17:16:55,978-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 Yuuya Nishikawa 》 
  [framework][17:16:56,069-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 Z. Markovic 》 
  [framework][17:16:56,161-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 Zach Nelson 》 
  [framework][17:16:56,249-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 Zay Tudda 》 
  [framework][17:16:56,344-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 Zhanna Volkova 》 
  [framework][17:16:56,436-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 Zoe Santana 》 
  [framework][17:16:56,532-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 Zusano Azogue 》 
  [framework][17:16:56,632-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 Переход 》 
  [framework][17:16:56,728-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 严老烈 》 
  [framework][17:16:56,816-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 Phillipp Pawlowski 》 
  [framework][17:16:56,914-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 Bare Hunter 》 
  [framework][17:16:57,008-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 A.van 》 
  [framework][17:16:57,104-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 박소은 》 
  [framework][17:16:57,195-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 ARA 》 
  [framework][17:16:57,285-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 Trinna 》 
  [framework][17:16:57,377-cn.johnyu.springbootdemo01.fetcher.SingerFetcherTest.testFetchSingerListSync(SingerFetcherTest.java:36)][INFO]:本次抓取歌手的数量：《 80 》本页最后一个歌手：	《 猎户座 》 
